#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	CONTIG_LENGTH	METADATA	ASSEMBLY_NAME	OBSERVATION_ID	VARIANT
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-931-PRJ1139-Klebsiella-pneumoniae-1D-939_R1_001.fa	NODE_1_length_407020_cov_15.996940	359297	362449	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	99.08	407020	Klebsiella	DTU2019_931_PRJ1139_Klebsiella_pneumoniae_1D-939	DT8	v_46
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-931-PRJ1139-Klebsiella-pneumoniae-1D-939_R1_001.fa	NODE_1_length_407020_cov_15.996940	362473	363648	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.32	407020	Klebsiella	DTU2019_931_PRJ1139_Klebsiella_pneumoniae_1D-939	DT9	v_47
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-931-PRJ1139-Klebsiella-pneumoniae-1D-939_R1_001.fa	NODE_5_length_342641_cov_13.279784	121216	122076	+	blaSHV-41_1_AF535129	1-861/861	===============	0/0	100.00	100.00	342641	Klebsiella	DTU2019_931_PRJ1139_Klebsiella_pneumoniae_1D-939	DT10	v_48
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-932-PRJ1139-Enterobacter-cloacae-1D-940_R1_001.fa	NODE_23_length_49715_cov_16.289022	17275	18417	-	blaACT-9_1_HQ693810	1-1143/1143	===============	0/0	100.00	99.83	49715	Enterobacter	DTU2019_932_PRJ1139_Enterobacter_cloacae_1D-940	DT11	v_49
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-933-PRJ1139-Escherichia-coli-1D-941_R1_001.fa	NODE_4_length_303571_cov_10.327846	79926	81158	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.78	303571	Escherichia	DTU2019_933_PRJ1139_Escherichia_coli_1D-941	DT13	v_51
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-934-PRJ1139-Proteus-mirabilis-1D-942_R1_001.fa	NODE_3_length_319799_cov_8.575887	28451	29104	+	cat_1_M11587	1-654/654	========/======	2/2	99.85	98.17	319799	Proteus	DTU2019_934_PRJ1139_Proteus_mirabilis_1D-942	DT16	v_12
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-934-PRJ1139-Proteus-mirabilis-1D-942_R1_001.fa	NODE_6_length_247151_cov_8.585097	83133	84329	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.25	247151	Proteus	DTU2019_934_PRJ1139_Proteus_mirabilis_1D-942	DT17	v_52
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_2_length_471855_cov_9.648683	287241	288101	-	blaSHV-33_1_AY037779	1-861/861	===============	0/0	100.00	100.00	471855	Klebsiella	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT18	v_53
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_5_length_389021_cov_11.163232	30789	31964	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	389021	Klebsiella	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT20	v_54
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_5_length_389021_cov_11.163232	31988	35140	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.95	389021	Klebsiella	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT21	v_55
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-936-PRJ1139-Citrobacter-freundii-1D-944_R1_001.fa	NODE_4_length_496106_cov_5.658227	474727	475872	+	blaCMY-152_1_KY978224	1-1146/1146	===============	0/0	100.00	100.00	496106	Citrobacter	DTU2019_936_PRJ1139_Citrobacter_freundii_1D-944	DT22	v_56
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_29_length_5814_cov_9.341129	2823	3659	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	5814	Klebsiella	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT25	v_34
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_4_length_430426_cov_6.885094	113398	114258	+	blaSHV-32_1_AY037778	1-861/861	===============	0/0	100.00	100.00	430426	Klebsiella	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT32	v_62
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_6_length_364273_cov_8.306311	14191	14610	+	fosA_3_ACWO01000079	1-420/420	===============	0/0	100.00	98.57	364273	Klebsiella	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT33	v_63
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_9_length_232773_cov_8.366140	186286	189438	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.98	232773	Klebsiella	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT34	v_64
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_9_length_232773_cov_8.366140	189462	190637	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.32	232773	Klebsiella	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT35	v_65
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_101_length_6680_cov_1.489937	1520	2002	+	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	6680	Klebsiella	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT36	v_66
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_11_length_108539_cov_1.898074	12216	13391	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	108539	Klebsiella	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT42	v_69
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_11_length_108539_cov_1.898074	13415	16567	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.95	108539	Klebsiella	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT43	v_70
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_24_length_76448_cov_1.600464	47606	48472	+	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	99.54	76448	Klebsiella	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT44	v_71
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_35_length_4639_cov_12.723626	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	Escherichia	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT45	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-941-PRJ1139-Proteus-mirabilis-1D-949_R1_001.fa	NODE_4_length_290054_cov_13.405209	221562	222215	+	cat_1_M11587	1-654/654	========/======	2/2	99.85	98.63	290054	Proteus	DTU2019_941_PRJ1139_Proteus_mirabilis_1D-949	DT50	v_73
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-941-PRJ1139-Proteus-mirabilis-1D-949_R1_001.fa	NODE_9_length_204921_cov_13.561447	166332	167528	+	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	98.91	204921	Proteus	DTU2019_941_PRJ1139_Proteus_mirabilis_1D-949	DT51	v_74
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-942-PRJ1139-Escherichia-coli-1D-950_R1_001.fa	NODE_5_length_209567_cov_8.337954	7785	9017	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	99.92	209567	Escherichia	DTU2019_942_PRJ1139_Escherichia_coli_1D-950	DT52	v_75
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	43026	43886	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	83595	Escherichia	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT53	v_23
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	44117	44953	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	83595	Escherichia	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT54	v_76
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	44953	45756	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	83595	Escherichia	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT55	v_77
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	45817	46632	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	83595	Escherichia	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT56	v_27
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	52514	52996	-	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	83595	Escherichia	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT57	v_66
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	6411	7277	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	11331	Escherichia	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT63	v_8
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	7797	8585	-	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	11331	Escherichia	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT64	v_37
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	8716	9189	-	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	11331	Escherichia	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT65	v_36
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-946-PRJ1139-Escherichia-coli-1D-954_R1_001.fa	NODE_13_length_157144_cov_9.919009	67659	68891	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.30	157144	Escherichia	DTU2019_946_PRJ1139_Escherichia_coli_1D-954	DT69	v_81
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-947-PRJ1139-Escherichia-coli-1D-955_R1_001.fa	NODE_3_length_441374_cov_26.416617	231371	232603	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.78	441374	Escherichia	DTU2019_947_PRJ1139_Escherichia_coli_1D-955	DT70	v_51
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_66_length_4707_cov_13.430568	1942	2808	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	4707	Escherichia	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT72	v_8
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_67_length_4638_cov_16.778763	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4638	Escherichia	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT73	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-949-PRJ1139-Escherichia-coli-1D-957_R1_001.fa	NODE_15_length_113963_cov_9.228258	83236	84468	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.86	113963	Escherichia	DTU2019_949_PRJ1139_Escherichia_coli_1D-957	DT78	v_83
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_3_length_366886_cov_5.526128	343237	344469	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.14	366886	Escherichia	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT81	v_84
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-952-PRJ1139-Escherichia-coli-1D-960_R1_001.fa	NODE_1_length_669029_cov_8.567285	444943	446175	+	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.14	669029	Escherichia	DTU2019_952_PRJ1139_Escherichia_coli_1D-960	DT85	v_84
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_18_length_75592_cov_17.938886	5335	6256	-	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	75592	Escherichia	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT86	v_67
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_18_length_75592_cov_17.938886	72612	73448	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	75592	Escherichia	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT87	v_34
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_54_length_7084_cov_7.715395	2715	3581	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	7084	Escherichia	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT91	v_8
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_54_length_7084_cov_7.715395	4025	4598	-	dfrA7_5_AJ419170	1-570/570	========/======	3/4	100.00	98.78	7084	Escherichia	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT92	v_86
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_60_length_4387_cov_6.869296	1864	2679	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4387	Escherichia	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT93	v_68
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-956-PRJ1139-Escherichia-coli-1D-964_R1_001.fa	NODE_2_length_468560_cov_10.054386	30056	31288	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.14	468560	Escherichia	DTU2019_956_PRJ1139_Escherichia_coli_1D-964	DT96	v_84
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-957-PRJ1139-Proteus-mirabilis-1D-965_R1_001.fa	NODE_4_length_198293_cov_9.823300	82772	83968	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.17	198293	Proteus	DTU2019_957_PRJ1139_Proteus_mirabilis_1D-965	DT97	v_87
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_12_length_193493_cov_6.197403	79929	80795	-	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	100.00	193493	Klebsiella	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT98	v_88
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_3_length_393215_cov_7.286086	7258	8433	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.92	393215	Klebsiella	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT99	v_89
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_3_length_393215_cov_7.286086	8457	11609	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	99.11	393215	Klebsiella	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT100	v_90
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_6_length_363167_cov_7.540549	13991	14410	+	fosA_3_ACWO01000079	1-420/420	===============	0/0	100.00	98.81	363167	Klebsiella	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT101	v_91
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-960-PRJ1139-Escherichia-coli-1D-968_R1_001.fa	NODE_5_length_449408_cov_7.299441	163631	164863	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.14	449408	Escherichia	DTU2019_960_PRJ1139_Escherichia_coli_1D-968	DT102	v_92
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_39_length_14066_cov_6.358562	5933	6589	-	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	14066	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT103	v_93
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_39_length_14066_cov_6.358562	11230	12105	-	blaCTX-M-15_1_AY044436	1-876/876	===============	0/0	100.00	100.00	14066	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT104	v_58
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_40_length_9543_cov_5.958581	2229	3065	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	9543	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT107	v_34
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_5_length_293899_cov_5.300086	65789	66964	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	293899	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT110	v_54
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_5_length_293899_cov_5.300086	66988	70140	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.95	293899	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT111	v_55
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-962-PRJ1139-Klebsiella-pneumoniae-1D-970_R1_001.fa	NODE_8_length_278196_cov_4.448223	66005	66865	-	blaSHV-33_1_AY037779	1-861/861	===============	0/0	100.00	100.00	278196	Klebsiella	DTU2019_962_PRJ1139_Klebsiella_pneumoniae_1D-970	DT112	v_53
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_14_length_163469_cov_6.574414	16070	17302	-	mdf(A)_1_Y08743	1-1233/1233	===============	0/0	100.00	98.05	163469	Escherichia	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT114	v_94
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_23_length_69549_cov_28.897871	21054	21914	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	69549	Escherichia	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT115	v_23
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	1542	2357	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	13172	Escherichia	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT116	v_27
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	2418	3221	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	13172	Escherichia	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT117	v_28
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-966-PRJ1139-Escherichia-coli-1D-974_R1_001.fa	NODE_35_length_13172_cov_27.550786	3221	4057	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	13172	Escherichia	DTU2019_966_PRJ1139_Escherichia_coli_1D-974	DT118	v_76
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_22_length_65610_cov_10.532596	2664	3521	+	blaLAP-2_1_EU159120	1-858/858	===============	0/0	100.00	100.00	65610	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT119	v_95
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_22_length_65610_cov_10.532596	5118	5774	+	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	65610	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT120	v_93
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	2079	3338	+	cmlA1_1_M64556	1-1260/1260	===============	0/0	100.00	99.68	6068	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT122	v_97
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_32_length_6068_cov_11.226393	3603	4403	+	blaOXA-10_1_J03427	1-801/801	===============	0/0	100.00	100.00	6068	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT123	v_98
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_3_length_438982_cov_10.132178	415928	416743	-	aph(3')-Ia_1_V00359	1-816/816	===============	0/0	100.00	99.88	438982	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT125	v_99
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-968-PRJ1139-Klebsiella-oxytoca-1D-976_R1_001.fa	NODE_4_length_429491_cov_10.805182	352470	353345	-	blaOXY-1-3_3_AY077482	1-876/876	===============	0/0	100.00	99.89	429491	Klebsiella	DTU2019_968_PRJ1139_Klebsiella_oxytoca_1D-976	DT126	v_100
