#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	CONTIG_LENGTH	METADATA	ASSEMBLY_NAME	OBSERVATION_ID
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-933-PRJ1139-Escherichia-coli-1D-941_R1_001.fa	NODE_36_length_15482_cov_6.844577	11733	15182	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	99.65	15482	metadata	DTU2019_933_PRJ1139_Escherichia_coli_1D-941	DT71
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-934-PRJ1139-Proteus-mirabilis-1D-942_R1_001.fa	NODE_17_length_63891_cov_7.895693	545	1411	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	63891	metadata	DTU2019_934_PRJ1139_Proteus_mirabilis_1D-942	DT72
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-934-PRJ1139-Proteus-mirabilis-1D-942_R1_001.fa	NODE_27_length_11064_cov_8.479108	856	1329	-	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	11064	metadata	DTU2019_934_PRJ1139_Proteus_mirabilis_1D-942	DT73
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-934-PRJ1139-Proteus-mirabilis-1D-942_R1_001.fa	NODE_6_length_247151_cov_8.585097	83133	84329	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.25	247151	metadata	DTU2019_934_PRJ1139_Proteus_mirabilis_1D-942	DT74
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_2_length_471855_cov_9.648683	287241	288101	-	blaSHV-33_1_AY037779	1-861/861	===============	0/0	100.00	100.00	471855	metadata	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT75
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_40_length_3879_cov_8.028518	928	2112	+	tet(D)_1_AF467077	1-1185/1185	===============	0/0	100.00	100.00	3879	metadata	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT76
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-935-PRJ1139-Klebsiella-pneumoniae-1D-943_R1_001.fa	NODE_5_length_389021_cov_11.163232	30789	31964	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	389021	metadata	DTU2019_935_PRJ1139_Klebsiella_pneumoniae_1D-943	DT77
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-936-PRJ1139-Citrobacter-freundii-1D-944_R1_001.fa	NODE_4_length_496106_cov_5.658227	474727	475872	+	blaCMY-152_1_KY978224	1-1146/1146	===============	0/0	100.00	100.00	496106	metadata	DTU2019_936_PRJ1139_Citrobacter_freundii_1D-944	DT78
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_27_length_13793_cov_10.076540	946	1590	-	qnrB1_1_DQ351241	1-645/645	===============	0/0	100.00	100.00	13793	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT79
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_29_length_5814_cov_9.341129	1242	2102	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	5814	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT80
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_29_length_5814_cov_9.341129	2823	3659	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	5814	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT81
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_29_length_5814_cov_9.341129	3659	4462	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	5814	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT82
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_29_length_5814_cov_9.341129	4523	5338	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	5814	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT83
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_31_length_3701_cov_14.065193	63	938	+	blaCTX-M-15_1_AY044436	1-876/876	===============	0/0	100.00	100.00	3701	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT84
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_32_length_2854_cov_8.946828	171	1031	+	aac(3)-IIa_6_CP023555	1-861/861	===============	0/0	100.00	100.00	2854	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT85
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_33_length_2439_cov_10.121972	174	773	+	aac(6')-Ib-cr_1_DQ303918	1-600/600	===============	0/0	100.00	100.00	2439	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT86
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_33_length_2439_cov_10.121972	904	1734	+	blaOXA-1_1_HQ170510	1-831/831	===============	0/0	100.00	99.88	2439	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT87
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_4_length_430426_cov_6.885094	113398	114258	+	blaSHV-32_1_AY037778	1-861/861	===============	0/0	100.00	100.00	430426	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT88
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-938-PRJ1139-Klebsiella-pneumoniae-1D-946_R1_001.fa	NODE_9_length_232773_cov_8.366140	189462	190637	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.32	232773	metadata	DTU2019_938_PRJ1139_Klebsiella_pneumoniae_1D-946	DT89
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_101_length_6680_cov_1.489937	1520	2002	+	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	6680	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT90
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_101_length_6680_cov_1.489937	5692	6613	-	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	6680	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT91
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_114_length_2981_cov_1.458655	333	1148	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	2981	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT92
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_114_length_2981_cov_1.458655	1209	2012	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	2981	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT93
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_114_length_2981_cov_1.458655	2012	2848	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	2981	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT94
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_117_length_2170_cov_1.315223	649	1509	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2170	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT95
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_11_length_108539_cov_1.898074	12216	13391	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	108539	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT96
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2107-PRJ1139-Klebsiella-pneumoniae-1D-947_R1_001.fa	NODE_24_length_76448_cov_1.600464	47606	48472	+	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	99.54	76448	metadata	DTU2019_2107_PRJ1139_Klebsiella_pneumoniae_1D-947	DT97
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_35_length_4639_cov_12.723626	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4639	metadata	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT98
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_35_length_4639_cov_12.723626	2865	3668	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4639	metadata	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT99
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_35_length_4639_cov_12.723626	3668	4504	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4639	metadata	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT100
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_41_length_2170_cov_13.907978	649	1509	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2170	metadata	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT101
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-940-PRJ1139-Escherichia-coli-1D-948_R1_001.fa	NODE_45_length_1293_cov_16.583190	265	1080	-	aph(3')-Ia_1_V00359	1-816/816	===============	0/0	100.00	100.00	1293	metadata	DTU2019_940_PRJ1139_Escherichia_coli_1D-948	DT102
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	43026	43886	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	83595	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT103
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	44117	44953	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	83595	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT104
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	44953	45756	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	83595	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT105
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	45817	46632	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	83595	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT106
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_13_length_83595_cov_9.803314	52514	52996	-	dfrA14_5_DQ388123	1-483/483	===============	0/0	100.00	99.59	83595	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT107
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-943-PRJ1139-Escherichia-coli-1D-951_R1_001.fa	NODE_23_length_15631_cov_9.659378	11755	15204	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	99.59	15631	metadata	DTU2019_943_PRJ1139_Escherichia_coli_1D-951	DT108
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-944-PRJ1139-Escherichia-coli-1D-952_R1_001.fa	NODE_45_length_7244_cov_19.969791	5641	6501	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	7244	metadata	DTU2019_944_PRJ1139_Escherichia_coli_1D-952	DT109
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-944-PRJ1139-Escherichia-coli-1D-952_R1_001.fa	NODE_47_length_5804_cov_5.590794	68	989	+	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	5804	metadata	DTU2019_944_PRJ1139_Escherichia_coli_1D-952	DT110
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	195	1116	+	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	11331	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT111
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	6411	7277	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	11331	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT112
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	7797	8585	-	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	11331	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT113
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_34_length_11331_cov_51.745180	8716	9189	-	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	11331	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT114
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_46_length_3839_cov_51.129041	2765	3640	-	blaCTX-M-15_1_AY044436	1-876/876	===============	0/0	100.00	100.00	3839	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT115
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_57_length_2439_cov_27.692042	707	1537	-	blaOXA-1_1_HQ170510	1-831/831	===============	0/0	100.00	100.00	2439	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT116
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-945-PRJ1139-Escherichia-coli-1D-953_R1_001.fa	NODE_57_length_2439_cov_27.692042	1668	2267	-	aac(6')-Ib-cr_1_DQ303918	1-600/600	===============	0/0	100.00	100.00	2439	metadata	DTU2019_945_PRJ1139_Escherichia_coli_1D-953	DT117
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_66_length_4707_cov_13.430568	634	1422	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	4707	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT118
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_66_length_4707_cov_13.430568	1942	2808	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	4707	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT119
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_67_length_4638_cov_16.778763	1989	2804	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4638	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT120
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_67_length_4638_cov_16.778763	2865	3668	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4638	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT121
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_67_length_4638_cov_16.778763	3668	4504	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4638	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT122
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_71_length_3621_cov_16.625644	785	1990	-	tet(B)_2_AF326777	1-1206/1206	===============	0/0	100.00	100.00	3621	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT123
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-948-PRJ1139-Escherichia-coli-1D-956_R1_001.fa	NODE_74_length_2170_cov_17.024963	649	1509	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2170	metadata	DTU2019_948_PRJ1139_Escherichia_coli_1D-956	DT124
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_25_length_47135_cov_22.347154	45341	46177	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	47135	metadata	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT125
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_25_length_47135_cov_22.347154	46177	46980	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	47135	metadata	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT126
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_46_length_4248_cov_5.243388	2326	2799	-	dfrA1_10_AF203818	1-474/474	===============	0/0	100.00	99.79	4248	metadata	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT127
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_49_length_2833_cov_20.175536	1620	2480	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	2833	metadata	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT128
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-950-PRJ1139-Escherichia-coli-1D-958_R1_001.fa	NODE_61_length_858_cov_27.273598	11	826	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	858	metadata	DTU2019_950_PRJ1139_Escherichia_coli_1D-958	DT129
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_18_length_75592_cov_17.938886	5335	6256	-	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	75592	metadata	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT130
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_18_length_75592_cov_17.938886	72612	73448	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	75592	metadata	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT131
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_18_length_75592_cov_17.938886	73448	74250	-	aph(3'')-Ib_2_AF024602	2-804/804	===============	0/0	99.88	100.00	75592	metadata	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT132
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-953-PRJ1139-Escherichia-coli-1D-961_R1_001.fa	NODE_47_length_5202_cov_17.782266	274	1134	-	blaTEM-1C_1_FJ560503	1-861/861	===============	0/0	100.00	100.00	5202	metadata	DTU2019_953_PRJ1139_Escherichia_coli_1D-961	DT133
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_24_length_55737_cov_7.954433	54216	55076	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	55737	metadata	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT134
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_54_length_7084_cov_7.715395	2715	3581	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	7084	metadata	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT135
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_60_length_4387_cov_6.869296	1864	2679	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	4387	metadata	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT136
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_60_length_4387_cov_6.869296	2740	3543	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	4387	metadata	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT137
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-955-PRJ1139-Escherichia-coli-1D-963_R1_001.fa	NODE_60_length_4387_cov_6.869296	3543	4379	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	4387	metadata	DTU2019_955_PRJ1139_Escherichia_coli_1D-963	DT138
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-957-PRJ1139-Proteus-mirabilis-1D-965_R1_001.fa	NODE_4_length_198293_cov_9.823300	82772	83968	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.17	198293	metadata	DTU2019_957_PRJ1139_Proteus_mirabilis_1D-965	DT139
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_12_length_193493_cov_6.197403	79929	80795	-	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	100.00	193493	metadata	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT140
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_104/Assemblies/DTU2019-958-PRJ1139-Klebsiella-pneumoniae-1D-966_R1_001.fa	NODE_3_length_393215_cov_7.286086	7258	8433	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.92	393215	metadata	DTU2019_958_PRJ1139_Klebsiella_pneumoniae_1D-966	DT141
