#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	Assembly_name	Gene_observation_ID
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_101/Assemblies/DTU2019-639-PRJ1139-Klebsiella-pneumoniae-1D-546_R1_001.fa	NODE_4_length_436122_cov_11.521185	37237	38412	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	user_db	OqxA_1_EU370913	ODID_ERR4013914	i1168
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_101/Assemblies/DTU2019-639-PRJ1139-Klebsiella-pneumoniae-1D-546_R1_001.fa	NODE_4_length_436122_cov_11.521185	38436	41588	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.51	user_db	OqxB_1_EU370913	ODID_ERR4013914	i1169
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_101/Assemblies/DTU2019-639-PRJ1139-Klebsiella-pneumoniae-1D-546_R1_001.fa	NODE_5_length_359881_cov_11.894934	345400	345819	-	fosA_3_ACWO01000079	1-420/420	===============	0/0	100.00	100.00	user_db	fosA_3_ACWO01000079	ODID_ERR4013914	i1170
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-43-PRJ1139-Haemophilus-influenzae-1D-548_R1_001.fa	NODE_3_length_193989_cov_7.578932	135770	136630	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4013916	i1171
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-44-PRJ1139-Haemophilus-influenzae-1D-549_R1_001.fa	NODE_2_length_101104_cov_3.000376	50651	51511	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	99.88	user_db	blaTEM-1B_1_AY458016	ODID_ERR4013917	i1172
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-45-PRJ1139-Klebsiella-pneumoniae-1D-550_R1_001.fa	NODE_12_length_232242_cov_4.408578	27951	28817	-	blaSHV-187_1_LN515533	1-867/867	===============	0/0	100.00	99.89	user_db	blaSHV-187_1_LN515533	ODID_ERR4013918	i1173
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-45-PRJ1139-Klebsiella-pneumoniae-1D-550_R1_001.fa	NODE_3_length_418922_cov_6.014200	383834	386986	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.98	user_db	OqxB_1_EU370913	ODID_ERR4013918	i1174
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-45-PRJ1139-Klebsiella-pneumoniae-1D-550_R1_001.fa	NODE_3_length_418922_cov_6.014200	387010	388185	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.06	user_db	OqxA_1_EU370913	ODID_ERR4013918	i1175
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-45-PRJ1139-Klebsiella-pneumoniae-1D-550_R1_001.fa	NODE_4_length_366903_cov_6.348919	353303	353722	-	fosA6_1_KU254579	1-420/433	===============	0/0	97.00	99.29	user_db	fosA6_1_KU254579	ODID_ERR4013918	i1176
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-335-PRJ1139-Escherichia-coli-1D-551_R1_001.fa	NODE_26_length_67426_cov_4.752879	59786	63230	+	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.42	user_db	sitABCD_1_AY598030	ODID_ERR4013919	i1177
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-47-PRJ1139-Escherichia-coli-1D-552_R1_001.fa	NODE_26_length_67206_cov_3.912253	3977	7421	-	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.42	user_db	sitABCD_1_AY598030	ODID_ERR4013920	i1178
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-48-PRJ1139-Escherichia-coli-1D-553_R1_001.fa	NODE_27_length_67417_cov_2.181349	4188	7632	-	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.42	user_db	sitABCD_1_AY598030	ODID_ERR4013921	i1179
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-49-PRJ1139-Escherichia-coli-1D-554_R1_001.fa	NODE_103_length_10464_cov_1.990423	1107	1943	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4013922	i1180
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-49-PRJ1139-Escherichia-coli-1D-554_R1_001.fa	NODE_103_length_10464_cov_1.990423	2716	3531	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4013922	i1181
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-49-PRJ1139-Escherichia-coli-1D-554_R1_001.fa	NODE_143_length_4897_cov_1.335849	2310	3515	+	tet(B)_1_AP000342	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_1_AP000342	ODID_ERR4013922	i1182
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-51-PRJ1139-Raoultella-planticola-1D-556_R1_001.fa	NODE_29_length_57013_cov_2.934624	14982	15854	-	blaOXY-6-2_2_AJ871875	1-873/873	===============	0/0	100.00	99.89	user_db	blaOXY-6-2_2_AJ871875	ODID_ERR4013923	i1183
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-51-PRJ1139-Raoultella-planticola-1D-556_R1_001.fa	NODE_44_length_40074_cov_2.620172	21617	24769	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	90.45	user_db	OqxB_1_EU370913	ODID_ERR4013923	i1184
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-337-PRJ1139-Pseudomonas-aeruginosa-1D-557_R1_001.fa	NODE_12_length_148081_cov_5.925044	14324	15130	+	aph(3')-IIb_2_CP006832	1-807/807	===============	0/0	100.00	99.13	user_db	aph(3')-IIb_2_CP006832	ODID_ERR4013924	i1185
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-337-PRJ1139-Pseudomonas-aeruginosa-1D-557_R1_001.fa	NODE_12_length_148081_cov_5.925044	27486	28679	-	blaPAO_1_AY083595	1-1194/1194	===============	0/0	100.00	99.92	user_db	blaPAO_1_AY083595	ODID_ERR4013924	i1186
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-337-PRJ1139-Pseudomonas-aeruginosa-1D-557_R1_001.fa	NODE_15_length_131629_cov_6.459233	112328	113116	+	blaOXA-50_1_AY306130	1-789/789	===============	0/0	100.00	99.87	user_db	blaOXA-50_1_AY306130	ODID_ERR4013924	i1187
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-337-PRJ1139-Pseudomonas-aeruginosa-1D-557_R1_001.fa	NODE_16_length_129695_cov_5.171493	51446	52084	-	catB7_1_AF036933	1-639/639	===============	0/0	100.00	99.53	user_db	catB7_1_AF036933	ODID_ERR4013924	i1188
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-337-PRJ1139-Pseudomonas-aeruginosa-1D-557_R1_001.fa	NODE_1_length_379672_cov_4.653324	57155	57562	-	fosA_4_ACWU01000146	1-408/408	===============	0/0	100.00	99.75	user_db	fosA_4_ACWU01000146	ODID_ERR4013924	i1189
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-54-PRJ1139-Escherichia-coli-1D-559_R1_001.fa	NODE_184_length_8170_cov_1.177421	2441	5885	+	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4013925	i1190
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2456-PRJ1139-Escherichia-coli-1D-560_R1_001.fa	NODE_5_length_275405_cov_5.655846	268392	271841	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.22	user_db	sitABCD_1_AY598030	ODID_ERR4013926	i1191
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-57-PRJ1139-Escherichia-coli-1D-562_R1_001.fa	NODE_6_length_276069_cov_2.818574	265234	268682	+	sitABCD_1_AY598030	1-3459/3459	========/======	4/10	99.71	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4013928	i1192
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-58-PRJ1139-Escherichia-coli-1D-563_R1_001.fa	NODE_43_length_4639_cov_3.891622	971	1774	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4013929	i1193
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-58-PRJ1139-Escherichia-coli-1D-563_R1_001.fa	NODE_43_length_4639_cov_3.891622	1835	2650	-	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_3_HQ840942	ODID_ERR4013929	i1194
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	1563	2809	-	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4013930	i1195
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	3788	4624	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4013930	i1196
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	4624	5427	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4013930	i1197
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	5488	6303	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4013930	i1198
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	7674	8595	+	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	user_db	mph(A)_2_U36578	ODID_ERR4013930	i1199
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	13890	14756	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013930	i1200
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_34_length_17895_cov_6.346466	15276	16058	-	aadA5_1_AF137361	7-789/789	===============	0/0	99.24	100.00	user_db	aadA5_1_AF137361	ODID_ERR4013930	i1201
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-59-PRJ1139-Escherichia-coli-1D-564_R1_001.fa	NODE_9_length_185477_cov_6.496898	29152	32601	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4013930	i1202
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_103_length_3971_cov_1.315557	1743	2989	-	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4013931	i1203
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_41_length_37706_cov_2.092658	1911	5360	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4013931	i1204
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_60_length_17193_cov_1.331243	773	1576	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4013931	i1205
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_60_length_17193_cov_1.331243	1637	2452	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4013931	i1206
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_60_length_17193_cov_1.331243	3823	4744	+	mph(A)_2_U36578	1-921/921	========/======	1/1	100.00	99.67	user_db	mph(A)_2_U36578	ODID_ERR4013931	i1207
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_60_length_17193_cov_1.331243	10039	10905	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013931	i1208
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-60-PRJ1139-Escherichia-coli-1D-565_R1_001.fa	NODE_60_length_17193_cov_1.331243	11425	12207	-	aadA5_1_AF137361	7-789/789	===============	0/0	99.24	100.00	user_db	aadA5_1_AF137361	ODID_ERR4013931	i1209
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-61-PRJ1139-Escherichia-coli-1D-566_R1_001.fa	NODE_35_length_25027_cov_13.968996	13595	14455	-	blaSHV-1_1_AF148850	1-861/861	===============	0/0	100.00	99.88	user_db	blaSHV-1_1_AF148850	ODID_ERR4013932	i1210
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-61-PRJ1139-Escherichia-coli-1D-566_R1_001.fa	NODE_35_length_25027_cov_13.968996	20198	21064	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013932	i1211
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-61-PRJ1139-Escherichia-coli-1D-566_R1_001.fa	NODE_35_length_25027_cov_13.968996	21542	22509	-	ant(3'')-Ia_1_X02340	1-972/972	========/======	2/4	99.59	99.59	user_db	ant(3'')-Ia_1_X02340	ODID_ERR4013932	i1212
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-61-PRJ1139-Escherichia-coli-1D-566_R1_001.fa	NODE_5_length_328547_cov_14.040765	306846	310295	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.25	user_db	sitABCD_1_AY598030	ODID_ERR4013932	i1213
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-62-PRJ1139-Proteus-mirabilis-1D-567_R1_001.fa	NODE_18_length_98603_cov_7.690737	69282	69935	-	cat_1_M11587	1-654/654	========/======	2/2	99.85	97.56	user_db	cat_1_M11587	ODID_ERR4013933	i1214
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-62-PRJ1139-Proteus-mirabilis-1D-567_R1_001.fa	NODE_5_length_200740_cov_7.986382	37411	38607	-	tet(J)_1_ACLE01000065	1-1197/1197	===============	0/0	100.00	99.25	user_db	tet(J)_1_ACLE01000065	ODID_ERR4013933	i1215
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-63-PRJ1139-Escherichia-coli-1D-568_R1_001.fa	NODE_14_length_109879_cov_3.815229	108613	109086	+	dfrA1_8_X00926	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA1_8_X00926	ODID_ERR4013934	i1216
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-63-PRJ1139-Escherichia-coli-1D-568_R1_001.fa	NODE_40_length_35777_cov_3.248331	5829	6689	+	blaTEM-1C_1_FJ560503	1-861/861	===============	0/0	100.00	99.88	user_db	blaTEM-1C_1_FJ560503	ODID_ERR4013934	i1217
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-63-PRJ1139-Escherichia-coli-1D-568_R1_001.fa	NODE_57_length_17647_cov_3.066324	973	2892	+	tet(M)_8_X04388	1-1920/1920	===============	0/0	100.00	96.15	user_db	tet(M)_8_X04388	ODID_ERR4013934	i1218
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-63-PRJ1139-Escherichia-coli-1D-568_R1_001.fa	NODE_57_length_17647_cov_3.066324	14221	14718	+	dfrA12_8_AM040708	1-498/498	===============	0/0	100.00	100.00	user_db	dfrA12_8_AM040708	ODID_ERR4013934	i1219
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-63-PRJ1139-Escherichia-coli-1D-568_R1_001.fa	NODE_57_length_17647_cov_3.066324	15116	15917	+	aadA2_1_NC_010870	18-819/819	===============	0/0	97.92	99.88	user_db	aadA2_1_NC_010870	ODID_ERR4013934	i1220
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_16_length_119208_cov_2.593504	112510	115954	+	sitABCD_1_AY598030	6-3459/3459	========/======	3/9	99.60	97.48	user_db	sitABCD_1_AY598030	ODID_ERR4013936	i1221
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_64_length_10494_cov_2.612617	6411	7277	-	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013936	i1222
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_64_length_10494_cov_2.612617	7797	8585	-	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4013936	i1223
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_64_length_10494_cov_2.612617	8716	9189	-	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4013936	i1224
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_74_length_4610_cov_2.166406	943	1746	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4013936	i1225
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-65-PRJ1139-Escherichia-coli-1D-570_R1_001.fa	NODE_74_length_4610_cov_2.166406	1807	2622	-	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_3_HQ840942	ODID_ERR4013936	i1226
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-66-PRJ1139-Escherichia-coli-1D-571_R1_001.fa	NODE_103_length_4031_cov_3.450051	1990	2805	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4013937	i1227
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-66-PRJ1139-Escherichia-coli-1D-571_R1_001.fa	NODE_16_length_101699_cov_3.160664	89958	93407	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4013937	i1228
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-66-PRJ1139-Escherichia-coli-1D-571_R1_001.fa	NODE_84_length_6675_cov_2.291692	1998	2471	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4013937	i1229
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-66-PRJ1139-Escherichia-coli-1D-571_R1_001.fa	NODE_84_length_6675_cov_2.291692	2602	3390	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4013937	i1230
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-66-PRJ1139-Escherichia-coli-1D-571_R1_001.fa	NODE_84_length_6675_cov_2.291692	3910	4776	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013937	i1231
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-339-PRJ1139-Escherichia-coli-1D-572_R1_001.fa	NODE_13_length_147716_cov_4.070039	18346	21795	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4013938	i1232
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-339-PRJ1139-Escherichia-coli-1D-572_R1_001.fa	NODE_49_length_8363_cov_15.449126	4414	5274	+	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4013938	i1233
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-69-PRJ1139-Escherichia-coli-1D-575_R1_001.fa	NODE_55_length_12211_cov_2.777061	2491	3458	+	ant(3'')-Ia_1_X02340	1-972/972	========/======	2/4	99.59	99.59	user_db	ant(3'')-Ia_1_X02340	ODID_ERR4013940	i1234
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-69-PRJ1139-Escherichia-coli-1D-575_R1_001.fa	NODE_55_length_12211_cov_2.777061	3936	4802	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4013940	i1235
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-69-PRJ1139-Escherichia-coli-1D-575_R1_001.fa	NODE_55_length_12211_cov_2.777061	10548	11408	+	blaSHV-1_1_AF148850	1-861/861	===============	0/0	100.00	99.88	user_db	blaSHV-1_1_AF148850	ODID_ERR4013940	i1236
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-70-PRJ1139-Escherichia-coli-1D-576_R1_001.fa	NODE_2_length_440369_cov_3.870580	145500	148949	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.40	user_db	sitABCD_1_AY598030	ODID_ERR4013941	i1237
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-71-PRJ1139-Enterobacter-cloacae-1D-577_R1_001.fa	NODE_47_length_34704_cov_2.846892	2368	2793	+	fosA_1_M85195	1-426/426	===============	0/0	100.00	100.00	user_db	fosA_1_M85195	ODID_ERR4013942	i1238
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_067/Assemblies/DTU2019-72-PRJ1139-Haemophilus-influenzae-1D-578_R1_001.fa	NODE_4_length_193456_cov_28.084183	57410	58270	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4013943	i1239
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-341-PRJ1139-Citrobacter-freundii-1D-580_R1_001.fa	NODE_10_length_112192_cov_1.698728	86763	87407	+	qnrB2_1_DQ351242	1-645/645	===============	0/0	100.00	100.00	user_db	qnrB2_1_DQ351242	ODID_ERR4013945	i1240
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-341-PRJ1139-Citrobacter-freundii-1D-580_R1_001.fa	NODE_22_length_77429_cov_1.969393	8404	9549	-	blaCMY-129_1_KM985467	1-1146/1146	===============	0/0	100.00	99.65	user_db	blaCMY-129_1_KM985467	ODID_ERR4013945	i1241
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_087/Assemblies/DTU2019-342-PRJ1139-Pseudomonas-aeruginosa-1D-581_R1_001.fa	NODE_11_length_196469_cov_9.724114	85624	86817	+	blaPAO_4_AY083592	1-1194/1194	===============	0/0	100.00	99.33	user_db	blaPAO_4_AY083592	ODID_ERR4013946	i1242
